Price,Year,Kilometer,Fuel Type,Transmission,Engine,Max Power,Max Torque,Length,Width,Fuel Tank Capacity
525000,2015,85000,Diesel,Manual,2498 cc,105@3800,247@1800,3920,1710,60
275000,2011,80000,Petrol,Manual,,,,,,
2180000,2018,77590,Petrol,Automatic,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,4456,1796,50
8000000,2017,25000,Petrol,Automatic,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,4784,2080,60.9
4325000,2018,40545,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4731,2071,82
120000,2009,80000,Diesel,Manual,1248 cc,75@4000,190@2000,3715,1680,43
155000,2009,56852,CNG,Manual,796 cc,39 bhp @ 6200 rpm,54 Nm @ 3000 rpm,3495,1475,35
735000,2018,42000,Petrol,Automatic,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3995,1735,37
900000,2018,55000,Petrol,Automatic,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,4413,1699,55
795000,2014,53000,Petrol,Automatic,1798 cc,158 bhp @ 4500 rpm,250 Nm @ 1500 rpm,4838,1817,60
3300000,2018,17000,Diesel,Automatic,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,3821,1727,44
3775000,2020,50000,Diesel,Automatic,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,4795,1855,80
325000,2012,70000,Diesel,Manual,2489 cc,95@3600,220@1400,4520,1850,55
725000,2017,75793,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
2100000,2007,34000,Petrol,Automatic,,,,,,
994999,2012,89311,Diesel,Automatic,1984 cc,165 bhp @ 3500 rpm,400 Nm @ 2750 rpm,4635,1865,67.5
785000,2018,80000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
7500000,2020,38000,Petrol,Automatic,2995 cc,349 bhp @ 5400 rpm,480 Nm @ 1360 rpm,4696,1923,65
2799000,2019,69500,Diesel,Automatic,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,4795,1855,80
390000,2018,66794,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3599,1495,35
9000000,2019,27000,Petrol,Automatic,1984 cc,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,4696,1923,65
675000,2017,35616,Petrol,Automatic,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1745,37
320000,2015,64000,Petrol,Manual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,3675,1475,40
840000,2020,7000,Petrol,Automatic,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1745,37
310000,2015,45000,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3599,1495,35
795000,2017,9000,Petrol,Manual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4296,1695,45
310000,2015,67738,CNG,Manual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,3599,1495,35
860000,2021,11030,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3995,1745,37
390000,2015,49123,Petrol,Manual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,3585,1595,35
1200000,2012,125000,Diesel,Automatic,,,,,,
520000,2018,46000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1695,42
1200000,2000,65000,Petrol,Automatic,,,,,,
675000,2018,64000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
475000,2021,7942,Petrol,Manual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,3565,1520,27
265000,2017,52100,Petrol,Manual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,3395,1490,35
950000,2019,32809,Diesel,Manual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,4386,1699,55
1750000,2014,101000,Diesel,Automatic,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,4705,1840,80
2225000,2016,40500,Diesel,Automatic,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,4456,1796,50
1748999,2021,25700,Petrol,Manual,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,4395,1818,60
2250000,2014,85000,Diesel,Automatic,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,4804,2141,70
690000,2017,17268,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,45
561000,2017,68000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1745,37
299000,2011,30000,Petrol,Manual,,,,,,
1580000,2020,57000,Diesel,Manual,,,,4395,1818,60
595000,2017,44100,Petrol,Automatic,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1695,42
4390000,2013,91840,Diesel,Automatic,,,,,,
235000,2009,115000,Petrol,Manual,1197 cc,80@5200,112@4000,3940,1710,45
450000,2014,23000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,3995,1710,45
2299000,2014,58000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,4899,2094,
4590000,2018,95786,Diesel,Automatic,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,4819,2141,93
2150000,2016,95401,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
1850000,2020,7000,Petrol,Automatic,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,4315,1800,50
1175000,2017,24000,Petrol,Automatic,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,4620,1800,50
250000,2012,68000,Petrol,Manual,998 cc,68@6200,90@3500,3539,1495,35
400000,2015,41273,Petrol,Manual,1495 cc,94 bhp @ 5500 rpm,125 Nm @ 3500 rpm,4250,1670,45
4000000,2018,66000,Diesel,Automatic,,,,,,
1100000,2018,65954,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,4270,1780,55
395000,2016,28000,Petrol,Manual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,3585,1595,35
425000,2021,38848,Petrol,Manual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,3565,1520,27
2190000,2017,30000,Diesel,Manual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,4735,1830,55
4800000,2020,27000,Hybrid,Automatic,2487 cc,176 bhp @ 5700 rpm,221 Nm @ 3600 rpm,4975,1865,50
421000,2017,69000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1695,42
560000,2016,22700,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1760,45
777000,2014,9212,Petrol,Manual,,,,,,
3250000,2019,41000,Diesel,Automatic,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,4385,1831,64
875000,2014,100000,Diesel,Manual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,4456,1820,60
899000,2018,13066,Petrol,Manual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4490,1730,43
425000,2015,75000,Diesel,Manual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,4315,1822,50
425000,2019,53241,Petrol,Manual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,3565,1520,27
3875000,2021,12000,Petrol,Automatic,1998 cc,189 bhp @ 4400 rpm,280 Nm @ 1350 rpm,4299,1822,47
500000,2013,65000,Petrol,Manual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,4440,1695,42
1225000,2012,97000,Diesel,Manual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,4705,1840,80
1789999,2017,49000,Petrol,Automatic,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,4735,1830,65
240000,2013,64000,Petrol,Manual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,3515,1500,32
240000,2010,78000,Petrol,Manual,,,,,,
935000,2019,56000,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,3990,1680,35
775000,2018,39000,Petrol,Automatic,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3995,1745,37
950000,2017,55000,Diesel,Manual,1997 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,4456,1820,60
549000,2018,53000,Petrol,Automatic,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
645000,2021,1374,CNG,Manual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,3675,1475,40
3400000,2018,68000,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,4686,1810,66
645000,2019,35000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,45
2600000,2016,39000,Diesel,Automatic,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4899,2094,65
1375000,2011,62000,Diesel,Automatic,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4701,1826,63
1340000,2021,11000,Petrol,Automatic,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
840000,2020,11000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3840,1735,37
525000,2014,102000,Petrol,Manual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3995,1695,42
625000,2022,7000,Petrol,Manual,1196 cc,72 bhp @ 6000 rpm,98 Nm @ 3000 rpm,3675,1475,40
215000,2012,20000,Petrol,Manual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,3495,1550,32
595000,2019,25000,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
4150000,2022,22000,Petrol,Automatic,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,4762,1847,54
750000,2018,65000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3840,1735,37
550000,2013,47000,Petrol,Manual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,3999,1765,52
450000,2016,2000000,Diesel,Manual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,4315,1822,50
4175000,2016,27011,Diesel,Automatic,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,4886,1938,
2700000,2018,45545,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4795,1967,56
6150000,2018,18000,Diesel,Automatic,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,4819,2141,93
565000,2014,72782,Petrol,Manual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,3970,1682,45
369000,2017,16800,Petrol,Manual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3545,1490,35
1090000,2019,40900,Petrol,Automatic,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,4425,1730,42
580000,2017,39000,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3999,1734,40
2199000,2016,77000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,4454,2044,63
1251000,2018,120000,Diesel,Manual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,4456,1820,60
540000,2017,38700,Petrol,Manual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,3990,1680,35
1245000,2021,7239,Petrol,Manual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,4445,1775,45
4749000,2020,14000,Petrol,Automatic,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,4633,1811,57
365000,2014,76000,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
4300000,2020,11000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4526,1800,50
825000,2019,81300,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
325000,2013,76000,Diesel,Manual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,3970,1682,45
400000,2018,91460,Petrol,Manual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,3746,1647,35
3600000,2018,45000,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4360,2120,57
671000,2013,47000,Diesel,Manual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,4430,1817,60
3400000,2018,50000,Diesel,Automatic,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,4656,1890,66
3200000,2014,133273,Diesel,Automatic,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,5219,1902,
775000,2017,60500,Petrol,Automatic,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,4390,1699,55
2150000,2014,81000,Diesel,Automatic,2987 cc,234@3800,535@1600,4781,1911,95
4700000,2020,22000,Diesel,Automatic,1999 cc,237 bhp @ 4000 rpm,430 Nm @ 1400 rpm,4988,2220,
145000,2009,88000,Diesel,Manual,1399 cc,68@4000,160@2000,4145,1632,43
3590000,2020,19759,Diesel,Automatic,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,3982,1727,44
375000,2011,77000,Petrol,Manual,1794 cc,132@6000,170@4200,4540,1760,55
645000,2015,58200,Petrol,Automatic,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,4370,1700,43
11500000,2022,4000,Hybrid,Automatic,2494 cc,115 bhp @ 4700 rpm,198 Nm @ 2800 rpm,4935,1850,58
509999,2015,42000,Petrol,Manual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3600,1600,35
545000,2013,63000,Petrol,Automatic,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,4530,1775,56
835000,2018,42855,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
960000,2018,24000,Diesel,Manual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,4315,1822,50
540000,2019,34000,Petrol,Manual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3695,1600,35
1475000,2022,9500,Petrol,Manual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,4315,1800,50
3600000,2014,32000,Diesel,Automatic,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,5252,1899,83
1175000,2018,97000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,4375,1700,43
475000,2014,72900,Petrol,Automatic,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,4370,1700,43
9900000,2021,28000,Petrol,Automatic,2995 cc,335 bhp @ 5000 rpm,500 Nm @ 1370 rpm,4986,1995,85
650000,2022,6000,Petrol,Manual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,3845,1735,37
6100000,2021,24500,Diesel,Automatic,2993 cc,260 bhp @ 4000 rpm,620 Nm @ 2000 rpm,4752,1918,68
370000,2013,41000,Petrol,Automatic,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,3585,1595,35
875000,2018,50000,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
695000,2018,66000,Diesel,Automatic,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1735,37
2275000,2022,38000,Diesel,Automatic,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4598,1894,50
2700000,2021,17000,Petrol,Automatic,1368 cc,161 bhp @ 5500 rpm,250 Nm @ 2500 rpm,4405,1818,60
545000,2014,74000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,4370,1700,43
540000,2021,22000,Petrol,Manual,,,,3655,1620,32
1099000,2018,20690,Petrol,Automatic,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,4413,1699,55
1125000,2019,40000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,4375,1700,43
1299000,2018,50000,Petrol,Automatic,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,4270,1780,60
1600000,2013,70000,Diesel,Automatic,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,4899,2094,
10800000,2021,20000,Petrol,Automatic,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,4935,2004,83
1190000,2020,47248,Petrol,Automatic,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,4445,1775,45
795000,2021,9000,Petrol,Automatic,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,3993,1677,35
459999,2013,78000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,4370,1700,43
3400000,2018,51000,Diesel,Automatic,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,4933,1874,75
1050000,2018,34841,Petrol,Manual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,4270,1780,55
385000,2014,46000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,3995,1710,45
585000,2015,61000,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,4440,1695,40
1650000,2014,55000,Diesel,Automatic,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,4456,1796,50
625000,2020,58736,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
910000,2019,34000,Petrol,Manual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,4490,1730,43
1275000,2018,47000,Diesel,Manual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,4585,1890,70
585000,2017,47000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,45
1035000,2017,79000,Diesel,Manual,2498 cc,105@3800,247@1800,3920,1710,60
1075000,2021,12020,Petrol,Automatic,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,3995,1775,37
1650000,2020,7000,Diesel,Manual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,4300,1790,50
1575000,2014,15000,Diesel,Automatic,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,4701,1826,63
1950000,2014,82000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,4648,1881,67
6390000,2022,6000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4936,1868,65
1080000,2019,68000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,4270,1780,60
5500000,2017,24000,Diesel,Automatic,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,5052,1968,75
1080000,2020,56000,Diesel,Manual,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,3995,1770,45
800000,2015,25000,Diesel,Manual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
335000,2017,34000,Petrol,Manual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,3995,1635,35
1185000,2021,10700,Petrol,Manual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,3995,1770,45
894999,2021,25000,Petrol,Automatic,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,3995,1775,37
650000,2019,54000,Petrol,Automatic,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3995,1695,35
550000,2014,75000,Diesel,Manual,1396 cc,90@4000,220@1750,3940,1710,45
550000,2016,88000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1745,37
1650000,2016,139000,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
1600000,2022,1300,Petrol,Manual,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,4225,1760,50
1175000,2019,20000,Petrol,Manual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,4375,1700,43
1995000,2018,122000,Diesel,Automatic,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,4695,1815,70
575000,2016,38000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,3985,1734,45
1975000,2021,18500,Diesel,Manual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4655,1835,60
1625000,2022,27800,Diesel,Manual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,4300,1790,50
695000,2019,46027,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
875000,2018,23148,Petrol,Automatic,1496 cc,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,4425,1730,42
1495000,2017,28000,Petrol,Automatic,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,4670,1814,50
725000,2019,11874,Petrol,Automatic,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3840,1735,37
875000,2017,50000,Petrol,Manual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,4270,1780,60
2250000,2014,88000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,4899,2094,
2350000,2016,75000,Diesel,Automatic,2198 cc,158 bhp @ 3200 rpm,385 Nm @ 1600 rpm,4892,1860,80
2690000,2019,15500,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4633,1811,57
695000,2016,82445,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4490,1730,43
600000,2014,75574,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
375000,2015,64000,CNG,Manual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,3599,1495,35
315000,2012,75000,Petrol,Manual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,3585,1595,35
775000,2019,14095,Petrol,Manual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,3999,1765,52
3075000,2017,17000,Diesel,Automatic,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,4933,1874,75
415000,2014,70000,Diesel,Manual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,4315,1822,50
765000,2017,68000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4296,1695,45
520000,2018,40000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
3900000,2015,39000,Diesel,Automatic,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,5252,1899,83
850000,2016,72000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,4270,1780,60
969999,2016,39000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4296,1695,45
575000,2016,62000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1745,37
3900000,2021,41086,Diesel,Automatic,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,4903,1869,80
1395000,2013,65000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4633,1811,57
1625000,2021,7900,Petrol,Automatic,999 cc,114 bhp @ 5000 rpm,178 Nm @ 1750 rpm,4225,1760,50
1499000,2021,22000,Diesel,Automatic,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,3995,1790,45
2050000,2018,73000,Diesel,Automatic,1968 cc,141 bhp @ 4000 rpm,340 Nm @ 1750 rpm,4486,1839,71
1300000,2016,55000,Petrol,Automatic,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,4670,1814,50
3199000,2019,6900,Diesel,Automatic,1968 cc,174 bhp @ 3600 rpm,350 Nm @ 1500 rpm,4861,1864,66
450000,2017,65000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
675000,2015,48000,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,4386,1683,42
280000,2018,48000,Petrol,Manual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,3395,1490,35
425000,2018,18000,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3599,1495,35
20000000,2011,27000,Petrol,Automatic,6592 cc,570 bhp @ 5250 rpm,780 Nm @ 1500 rpm,5569,1948,82.5
1250000,2012,78000,Diesel,Automatic,2143 cc,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,4596,1770,66
1175000,2014,87938,Diesel,Automatic,2199 cc,194 bhp @ 3800 rpm,437 Nm @ 1800 rpm,4690,1880,64
545000,2019,43000,CNG,Manual,1086 cc,58 bhp @ 5500 rpm,84 Nm @ 4500 rpm,3610,1645,60
495000,2008,95200,Diesel,Automatic,2148 cc,170@3700,410@2000,4581,1770,66
500000,2016,26000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1695,42
390000,2015,70000,Petrol,Automatic,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3600,1600,35
575000,2019,31000,CNG,Manual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,3655,1620,60
2100000,2014,103000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,4624,2031,
250000,2012,54556,Petrol,Manual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,3585,1595,35
685000,2019,74000,Petrol,Manual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,3995,1735,37
320000,2016,64000,Petrol,Manual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,3679,1579,28
620000,2016,85000,Diesel,Manual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,4300,1765,48
600000,2018,54000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
1750000,2019,57000,Petrol,Automatic,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,4395,1818,60
4950000,2018,38000,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4600,2173,65
1015000,2015,68566,Diesel,Automatic,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,4270,1780,60
390000,2009,68195,Petrol,Manual,1794 cc,132@6000,170@4200,4540,1760,55
